gene_id	gene_name	3_2_L3	3_4_L3	3_7_L3	P1_L3	P2_L3	P3_L3
MSTRG.26941	ERLIN2	3671	3265	3573	2534	2717	2646
MSTRG.26942	ENSG00000233170	49	33	47	21	35	36
MSTRG.26943	PLPBP	2658	2972	3113	2503	2293	2782
MSTRG.26944	ADGRA2	135	419	89	181	224	157
MSTRG.26945	BRF2	337	386	548	326	401	311
MSTRG.26946	RAB11FIP1	1396	1920	2339	1600	1613	1500
MSTRG.26947	ENSG00000280064	0	0	0	0	0	0
MSTRG.26948	EIF4EBP1	3062	3847	3295	2503	3288	2642
MSTRG.26949	ASH2L	2746	3049	2671	2042	2123	2197
MSTRG.2695	MIR4671	0	0	0	0	1	0
MSTRG.26950	RNU6-988P	0	0	0	0	0	0
MSTRG.26951	ENSG00000240015	0	2	2	0	1	0
MSTRG.26952		30	26	21	26	18	53
MSTRG.26953	STAR	3	2	2	2	4	1
MSTRG.26954	ENSG00000253356	0	3	4	0	1	2
MSTRG.26955	LSM1	1278	1187	1438	1178	1470	1452
MSTRG.26956	RNU6-323P	1	0	2	0	0	0
MSTRG.26957	BAG4	1265	1137	1074	1440	1270	1580
MSTRG.26958	ENSG00000248585	0	0	0	0	0	0
MSTRG.26959	ENSG00000285632	16	5	4	2	6	0
MSTRG.2696	ENSG00000235605	0	0	0	1	0	0
MSTRG.26960	DDHD2	3974	3536	3035	3649	3299	3934
MSTRG.26961	PLPP5	1016	1489	1483	1079	1107	1211
MSTRG.26962	NSD3	4645	4438	4042	4446	4356	4362
MSTRG.26963	ENSG00000255487	0	0	1	0	1	1
MSTRG.26964	ENSG00000254898	0	0	0	0	0	0
MSTRG.26965	ENSG00000272092	11	21	16	23	25	37
MSTRG.26966	LETM2	425	710	844	216	211	232
MSTRG.26967	FGFR1	7073	3831	5840	5954	5925	5767
MSTRG.26968	ENSG00000272159	0	1	0	1	1	0
MSTRG.26969	ENSG00000255201	0	0	0	0	0	0
MSTRG.2697	ENSG00000236358	3	12	1	4	10	7
MSTRG.26970	RPS20P22	53	11	28	13	33	38
MSTRG.26971	TACC1	7072	9103	9613	6241	6040	6096
MSTRG.26972	Y_RNA	0	0	0	0	0	0
MSTRG.26973	ENSG00000253586	0	0	0	0	0	0
MSTRG.26974	ENSG00000253829	6	2	1	3	3	1
MSTRG.26975	PLEKHA2	3917	2836	2314	2477	2265	2482
MSTRG.26976	ENSG00000253645	0	0	0	0	0	0
MSTRG.26977	HTRA4	6	7	3	6	1	0
MSTRG.26978	TM2D2	3609	3472	3634	3123	3323	3615
MSTRG.26979	ADAM9	24873	23562	25570	27060	27915	29359
MSTRG.2698	ENSG00000273367	4	5	1	2	4	0
MSTRG.26980	SNORD38D	1	0	0	0	0	0
MSTRG.26981	TCIM	8705	2207	3986	11015	10794	9917
MSTRG.26982	ENSG00000254143	9	2	10	16	44	18
MSTRG.26983	SIRLNT	82	18	315	17	30	20
MSTRG.26984	SFRP1	2461	7410	3678	3311	3114	2951
MSTRG.26985	MIR548AO	0	0	2	0	0	0
MSTRG.26986	RPS29P2	0	0	0	0	0	0
MSTRG.26987	ENSG00000253509	2	0	0	0	0	0
MSTRG.26988	RNU6-895P	0	0	0	0	0	0
MSTRG.26989	GOLGA7	1093	1085	956	918	1045	1046
MSTRG.2699	COA6-AS1	109	96	94	65	101	85
MSTRG.26990	GPAT4-AS1	1	5	1	0	1	0
MSTRG.26991	KRT18P37	0	0	0	0	0	0
MSTRG.26992	GINS4	2376	2747	2555	2364	2587	2648
MSTRG.26993	ENSG00000253174	2	13	12	19	20	21
MSTRG.26994	ENSG00000287535	10	1	0	1	0	4
MSTRG.26995	GPAT4	5240	4838	5284	4601	5038	4444
MSTRG.26996	ENSG00000264578	0	0	0	0	0	0
MSTRG.26997	ANK1	233	409	433	453	452	386
MSTRG.26998	MIR486-1	0	0	0	0	0	0
MSTRG.26999	MIR486-2	0	0	0	0	0	0
MSTRG.27	CICP7	4	5	16	17	12	10
MSTRG.270	KIAA2013	1976	2237	2188	2141	2424	2351
MSTRG.2700	TARBP1	3345	3806	2948	2865	2577	2841
MSTRG.27000	ENSG00000253389	0	0	0	0	0	0
MSTRG.27001	ENSG00000289514	3	8	19	1	0	1
MSTRG.27002	Y_RNA	0	0	0	0	0	0
MSTRG.27003	ENSG00000260588	0	0	2	0	0	0
MSTRG.27004		148	251	253	99	87	111
MSTRG.27005	RN7SL149P	0	0	0	0	0	0
MSTRG.27006	KAT6A	4037	3901	3237	4285	3760	4062
MSTRG.27007	ENSG00000238966	0	0	0	0	0	0
MSTRG.27008	ENSG00000261449	0	0	1	0	0	0
MSTRG.27009	AP3M2	1692	2157	1816	1755	1798	2070
MSTRG.2701	IRF2BP2	2432	2736	2829	3606	3284	2979
MSTRG.27010	PLAT	664	778	815	356	398	332
MSTRG.27011	IKBKB-DT	0	1	0	0	4	7
MSTRG.27012	IKBKB	2501	2573	2661	2582	2412	2600
MSTRG.27013	POLB	775	765	942	733	695	773
MSTRG.27014	RPL5P23	3	4	1	1	0	2
MSTRG.27015	VDAC3	12871	13563	13435	12424	11953	13243
MSTRG.27016	SLC20A2	1125	1330	1020	1144	1114	1226
MSTRG.27017	ENSG00000254131	6	0	0	0	1	0
MSTRG.27018	ENSG00000254165	19	9	14	12	9	12
MSTRG.27019	SMIM19	566	638	424	506	565	468
MSTRG.2702	ENSG00000228830	0	0	0	0	0	0
MSTRG.27020	THAP1	446	354	340	454	407	440
MSTRG.27021	ENSG00000286837	2	0	4	1	3	4
MSTRG.27022	MIR4469	1612	1339	1107	1255	1235	1247
MSTRG.27023	RN7SL806P	3	0	1	1	0	0
MSTRG.27024	FNTA	5604	5799	5141	5923	5552	5785
MSTRG.27025	Y_RNA	1	0	0	1	0	0
MSTRG.27026	RNU1-124P	0	1	0	2	0	1
MSTRG.27027	POMK	1571	1200	1140	1391	1213	1388
MSTRG.27028	ENSG00000254198	0	0	0	0	0	0
MSTRG.27029	HGSNAT	4729	4425	3077	3197	2934	3038
MSTRG.2703		47	46	190	41	50	29
MSTRG.27030	SPIDR	3389	3057	2789	2809	2526	2512
MSTRG.27031	ENSG00000290028	0	0	0	0	0	0
MSTRG.27032	ENSG00000253330	32	16	35	17	27	8
MSTRG.27033	ENSG00000269924	1	9	0	0	2	4
MSTRG.27034	ENSG00000251354	0	0	0	0	0	0
MSTRG.27035	ENSG00000254065	1	0	0	0	0	1
MSTRG.27036	RNU6-665P	0	0	0	0	0	0
MSTRG.27037	CEBPD	68	147	93	134	281	174
MSTRG.27038	PRKDC	28831	28027	30269	31990	26955	29118
MSTRG.27039	Y_RNA	0	0	0	0	0	0
MSTRG.2704	LINC01348	47	54	103	65	63	57
MSTRG.27040	ENSG00000287959	0	0	0	0	0	0
MSTRG.27041	MCM4	17172	16785	17392	17572	18489	19246
MSTRG.27042	UBE2V2	4584	4200	4411	4172	3893	4376
MSTRG.27043	ENSG00000289275	45	90	45	0	0	0
MSTRG.27044	SNAI2	857	2275	1261	94	79	86
MSTRG.27045	ENSG00000288761	0	1	1	0	0	0
MSTRG.27046	ENSG00000253664	0	1	0	0	0	0
MSTRG.27047	PXDNL	2	5	118	9	20	11
MSTRG.27048		12	39	532	11	10	20
MSTRG.27049	BRIX1P1	0	0	0	0	0	0
MSTRG.2705	ENSG00000233018	0	0	1	0	0	0
MSTRG.27050	BTF3P1	0	0	0	0	0	0
MSTRG.27051	PCMTD1	1326	692	716	1233	1152	1143
MSTRG.27052	ENSG00000253475	1	0	0	0	1	0
MSTRG.27053	PCMTD1-DT	116	167	104	86	95	103
MSTRG.27054	RB1CC1	3949	2604	2988	4517	4078	4417
MSTRG.27055	ENSG00000288818	38	27	41	39	20	37
MSTRG.27056	ENSG00000271555	0	0	1	1	1	0
MSTRG.27057	LINC02984	55	344	633	8	20	26
MSTRG.27058	ENSG00000254204	0	0	0	0	0	0
MSTRG.27059		2	0	0	0	0	0
MSTRG.2706	ENSG00000273416	2	0	4	4	1	1
MSTRG.27060	ATP6V1H	2129	2526	3068	2139	1962	2045
MSTRG.27061	RGS20	543	902	1262	520	706	661
MSTRG.27062	ENSG00000272457	4	2	13	3	3	2
MSTRG.27063	RPS27AP13	3	0	1	2	0	5
MSTRG.27064	RNU6-1331P	0	0	0	0	0	0
MSTRG.27065	TCEA1	8593	7801	7826	9118	9268	9229
MSTRG.27066	ENSG00000253667	17	4	1	10	4	17
MSTRG.27067	LYPLA1	5822	4399	4916	5826	6145	6131
MSTRG.27068	TDGF1P5	0	1	1	2	1	0
MSTRG.27069	MRPL15	5446	6202	7233	5733	5719	6074
MSTRG.2707	TOMM20	15340	13874	18056	15294	16517	16694
MSTRG.27070	TMEM68	1286	1124	1107	1137	1114	1144
MSTRG.27071	RNA5SP265	0	0	0	0	0	0
MSTRG.27072	TGS1	1865	2243	2420	2234	2190	2352
MSTRG.27073	LYN	2011	2286	2589	2037	1813	1979
MSTRG.27074	ENSG00000254325	0	0	0	0	0	0
MSTRG.27075	SNORA1B	0	0	0	0	0	0
MSTRG.27076	RN7SL798P	0	1	0	0	0	0
MSTRG.27077	SNORD54	41933	36735	42831	33129	29392	32772
MSTRG.27078	CERNA3	4	0	0	0	1	0
MSTRG.27079	NPM1P21	0	4	0	0	2	0
MSTRG.2708		0	0	0	0	0	0
MSTRG.27080	MOS	0	0	0	0	0	0
MSTRG.27081	ENSG00000221093	0	0	0	0	0	0
MSTRG.27082	CHCHD7	799	1222	2376	1074	1037	1102
MSTRG.27083	RPL37P6	26	8	16	42	19	26
MSTRG.27084	BPNT2	9101	6738	8419	9482	9402	9909
MSTRG.27085	UBXN2B	2687	1842	1778	2804	2499	2757
MSTRG.27086	ENSG00000250031	1	6	0	1	1	2
MSTRG.27087	SDCBP	11152	7590	9670	8637	8415	8768
MSTRG.27088	NSMAF	4309	5509	5045	3722	3611	3836
MSTRG.27089	ENSG00000242970	4	4	4	3	3	3
MSTRG.2709	SNORA14B	42	41	26	28	28	26
MSTRG.27090		147	60	78	78	80	110
MSTRG.27091	TOX	138	682	406	234	273	385
MSTRG.27092	RNU4-50P	0	0	1	0	0	0
MSTRG.27093	ENSG00000254048	0	0	0	0	0	0
MSTRG.27094	TOX-DT	75	256	194	77	75	87
MSTRG.27095	CA8	46	260	3305	2339	2312	2512
MSTRG.27096	LINC01301	1	3	1	1	3	1
MSTRG.27097	PDCL3P1	0	0	0	0	0	0
MSTRG.27098	RAB2A	6815	4537	5540	6322	6876	7196
MSTRG.27099	ENSG00000255321	0	0	0	0	0	0
MSTRG.271	PLOD1	7457	6504	7368	6280	6228	5461
MSTRG.2710	ARID4B	5243	5389	5221	5663	5200	5756
MSTRG.27100	CHD7	1119	1007	557	1482	1370	1377
MSTRG.27101	ENSG00000254432	0	0	0	0	0	0
MSTRG.27102	CLVS1	16	3	5	120	87	109
MSTRG.27103	NPM1P6	2	8	10	5	13	5
MSTRG.27104		4	8	13	9	4	9
MSTRG.27105	ENSG00000254222	0	0	0	0	0	0
MSTRG.27106	ENSG00000253711	0	0	0	0	0	0
MSTRG.27107	ASPH	109295	75968	105504	77496	85425	86596
MSTRG.27108	KRT8P3	31	12	12	24	33	23
MSTRG.27109	RN7SKP97	47	38	77	58	34	49
MSTRG.2711	ENSG00000289114	0	0	0	0	2	3
MSTRG.27110	MIR4470	3	10	12	3	9	9
MSTRG.27111		34	1	15	68	48	31
MSTRG.27112	ENSG00000237810	0	0	0	4	1	0
MSTRG.27113	ENSG00000285971	6	0	4	2	6	1
MSTRG.27114	ENSG00000240915	194	15	45	50	57	73
MSTRG.27115	ENSG00000254050	0	0	0	0	0	0
MSTRG.27116	ENSG00000253975	0	0	0	0	0	0
MSTRG.27117	ENSG00000287105	0	0	0	0	0	0
MSTRG.27118	XRCC6P4	0	0	0	1	0	0
MSTRG.27119	SRPK2P	1	1	0	4	0	2
MSTRG.2712	MIR4753	0	0	0	0	0	0
MSTRG.27120	GGH	4256	3859	3894	3941	3841	3729
MSTRG.27121	ENSG00000253121	2	8	6	5	4	11
MSTRG.27122	YTHDF3-DT	40	37	44	38	67	69
MSTRG.27123	YTHDF3	5067	4321	4525	4964	5371	5335
MSTRG.27124	LINC01299	0	0	0	0	0	0
MSTRG.27125	ARMC1	4045	3096	3569	4324	4181	4258
MSTRG.27126	ENSG00000272010	1	1	1	16	9	8
MSTRG.27127	Y_RNA	3	2	7	9	1	6
MSTRG.27128	MTFR1	2718	2620	3020	2832	2594	2702
MSTRG.27129	PDE7A	1007	1070	869	1141	1026	1169
MSTRG.2713	RPL23AP23	0	0	0	0	0	0
MSTRG.27130	PDE7A-DT	16	5	5	6	14	6
MSTRG.27131	ENSG00000287127	3	0	6	5	6	1
MSTRG.27132	RRS1-DT	19	3	12	4	6	3
MSTRG.27133	VXN	3053	3318	4033	3046	4513	3979
MSTRG.27134		0	0	0	0	0	0
MSTRG.27135	ENSG00000253623	0	0	0	0	0	0
MSTRG.27136	RNU6-1324P	0	0	0	0	0	0
MSTRG.27137	MYBL1	3164	4354	3813	2938	2712	3517
MSTRG.27138	VCPIP1	1570	1313	1400	1798	1595	1805
MSTRG.27139	Y_RNA	0	0	0	0	0	0
MSTRG.2714	TBCE	4454	4713	4872	4342	4480	4608
MSTRG.27140	SGK3	496	652	744	697	630	668
MSTRG.27141	PTTG3P	0	0	0	0	0	0
MSTRG.27142	MCMDC2	71	67	98	63	41	34
MSTRG.27143	SNORD87	2586	2294	2986	2207	2326	2594
MSTRG.27144	COPS5	4909	5301	4729	4639	4877	5114
MSTRG.27145	ENSG00000253223	0	0	1	0	0	0
MSTRG.27146	CSPP1	1251	1330	1289	1547	1588	1611
MSTRG.27147	ENSG00000250869	0	2	2	1	2	4
MSTRG.27148	ARFGEF1	4694	4287	4457	4176	3856	4120
MSTRG.27149	ENSG00000287214	1	1	1	0	0	0
MSTRG.2715	ENSG00000227962	1	0	4	2	1	5
MSTRG.27150	ARFGEF1-DT	3	6	10	26	16	27
MSTRG.27151	CPA6	0	0	0	0	0	0
MSTRG.27152		1	0	3	4	1	3
MSTRG.27153	NACAP10	0	0	0	0	0	0
MSTRG.27154	ENSG00000255130	0	0	0	0	0	0
MSTRG.27155	SLCO5A1	1	24	9	17	10	18
MSTRG.27156		13	10	17	16	29	20
MSTRG.27157	RN7SKP29	0	0	0	0	0	0
MSTRG.27158	ENSG00000254557	0	0	0	1	0	0
MSTRG.27159	ENSG00000271113	0	0	0	0	0	0
MSTRG.2716	ENSG00000230026	1	0	0	0	0	0
MSTRG.27160	SLCO5A1-AS1	0	5	5	0	0	0
MSTRG.27161	Metazoa_SRP	0	1	0	0	0	0
MSTRG.27162	NCOA2	2337	1878	1769	2843	2585	2694
MSTRG.27163	BTF3P12	1	0	0	0	0	1
MSTRG.27164	RNY3P14	0	0	0	0	0	0
MSTRG.27165	TRAM1	25832	21447	16324	38098	38784	39381
MSTRG.27166	ENSG00000287230	0	0	0	0	0	0
MSTRG.27167	LACTB2-AS1	16	8	13	25	23	37
MSTRG.27168	LACTB2	1766	1207	1599	2924	2786	2853
MSTRG.27169	RN7SL19P	1	1	1	3	0	0
MSTRG.2717	ENSG00000285177	1	0	2	0	2	4
MSTRG.27170	ENSG00000254031	13	25	20	16	15	15
MSTRG.27171	Y_RNA	0	0	0	0	0	0
MSTRG.27172	EYA1	0	0	0	0	0	0
MSTRG.27173	TRAPPC2P2	0	0	0	0	0	0
MSTRG.27174	MSC-AS1	372	535	410	307	259	270
MSTRG.27175	MSC	1610	1530	1500	1051	1098	979
MSTRG.27176	RPS20P20	0	0	0	0	0	0
MSTRG.27177	TRPA1	203	1050	1846	704	603	686
MSTRG.27178	ENSG00000250979	2	28	52	15	21	12
MSTRG.27179	TERF1	2044	1677	1650	2361	2269	2343
MSTRG.2718	B3GALNT2	1473	1645	1420	1554	1356	1599
MSTRG.27180	RNU6-285P	0	0	0	0	0	0
MSTRG.27181	ENSG00000272254	5	2	0	0	1	0
MSTRG.27182	RPL7	87334	81191	73428	66706	64992	68253
MSTRG.27183	RDH10	1446	830	700	941	935	1026
MSTRG.27184	RDH10-AS1	4	5	6	3	5	9
MSTRG.27185	ENSG00000253235	0	0	0	0	0	0
MSTRG.27186	ENSG00000253339	0	0	1	0	0	2
MSTRG.27187	STAU2-AS1	2	1	2	1	0	1
MSTRG.27188	UBE2W	4636	3929	3669	4705	4449	4915
MSTRG.27189	ENSG00000254273	4	0	4	0	1	0
MSTRG.2719	GNG4	653	938	563	800	881	805
MSTRG.27190	ENSG00000253383	0	0	0	0	0	0
MSTRG.27191	VENTXP6	0	0	0	0	0	0
MSTRG.27192	ENSG00000254538	1	4	0	0	0	1
MSTRG.27193	ENSG00000253273	0	1	0	0	0	0
MSTRG.27194	RN7SL760P	0	0	0	0	0	0
MSTRG.27195	ELOC	4499	4861	5307	4116	4074	4520
MSTRG.27196	RPS20P21	1676	1582	1776	1535	1715	1771
MSTRG.27197	JPH1	0	0	1	0	0	0
MSTRG.27198	GDAP1	2691	1485	2719	2381	2336	2550
MSTRG.27199	ENSG00000253596	0	1	4	0	0	0
MSTRG.272	ENSG00000287384	0	0	1	0	0	0
MSTRG.2720	ENSG00000270710	0	0	0	0	0	0
MSTRG.27200	Y_RNA	0	0	0	0	0	0
MSTRG.27201	CRISPLD1	676	1	372	60	58	53
MSTRG.27202	ENSG00000254238	0	0	2	0	1	0
MSTRG.27203		247	91	255	205	209	223
MSTRG.27204	LINC02886	0	0	0	0	1	1
MSTRG.27205	HIGD1AP6	0	0	0	0	0	0
MSTRG.27206		4	9	8	4	2	2
MSTRG.27207	PEX2	2033	2156	2644	1875	1786	1886
MSTRG.27208	ENSG00000288756	33	16	19	25	29	30
MSTRG.27209	ENSG00000286675	1	0	0	0	0	0
MSTRG.2721	ENSG00000227236	1	0	0	2	0	0
MSTRG.27210	ZC2HC1A	492	389	355	473	426	487
MSTRG.27211	IL7	20	1	8	6	2	1
MSTRG.27212	C4orf46P3	3	10	3	0	0	3
MSTRG.27213	THAP12P7	8	14	15	13	11	9
MSTRG.27214	ENSG00000285744	0	0	0	0	0	0
MSTRG.27215	LINC02605	1	0	1	0	0	1
MSTRG.27216	ENSG00000285758	0	0	0	0	0	0
MSTRG.27217	TPD52	7053	6767	6807	6967	6715	6851
MSTRG.27218	ENSG00000272518	26	31	66	23	51	45
MSTRG.27219	ENSG00000272264	1	1	8	0	4	0
MSTRG.2722	NID1	2703	5161	2435	2951	2911	2751
MSTRG.27220	ENSG00000254205	0	1	0	0	0	0
MSTRG.27221	RN7SL41P	0	0	0	0	0	0
MSTRG.27222	ENSG00000241746	0	0	0	0	0	0
MSTRG.27223	ENSG00000253238	0	1	3	0	0	6
MSTRG.27224	ENSG00000213791	0	0	0	0	0	0
MSTRG.27225	ENSG00000206649	0	0	0	0	0	0
MSTRG.27226	ENSG00000253237	0	0	0	0	0	0
MSTRG.27227	RNU6-1213P	0	0	0	0	0	0
MSTRG.27228	Y_RNA	25	3	7	7	12	14
MSTRG.27229	ZBTB10	756	518	414	855	804	846
MSTRG.2723	Y_RNA	0	0	0	0	0	0
MSTRG.27230	RPSAP47	3	38	9	8	11	7
MSTRG.27231	LNMICC	3	10	8	7	11	14
MSTRG.27232	FABP5	3580	3690	4535	2556	2698	2877
MSTRG.27233	IMPA1	2183	1775	2665	2476	2459	2567
MSTRG.27234	ZFAND1	1635	1615	2011	1479	1456	1776
MSTRG.27235	CHMP4C	483	173	291	373	340	411
MSTRG.27236	ENSG00000254394	0	0	0	0	0	0
MSTRG.27237	LINC02839	0	0	0	0	0	0
MSTRG.27238		9	3	2	7	6	7
MSTRG.27239	HNRNPA1P4	9	9	6	7	8	10
MSTRG.2724	GPR137B	677	1077	820	755	614	680
MSTRG.27240	ENSG00000253503	0	0	1	0	0	0
MSTRG.27241	ENSG00000253836	0	0	0	0	0	0
MSTRG.27242	LRRCC1	311	556	622	178	174	193
MSTRG.27243	E2F5-DT	4	5	0	0	1	2
MSTRG.27244	E2F5	630	397	537	674	770	736
MSTRG.27245	ENSG00000254208	0	4	0	2	7	1
MSTRG.27246	RBIS	1188	1195	1423	996	1030	1197
MSTRG.27247	WWP1-AS1	4	3	13	7	0	1
MSTRG.27248	WWP1	3609	2518	3119	2796	2679	3028
MSTRG.27249	RMDN1	2478	1863	2136	1795	2027	2084
MSTRG.2725	ERO1B	680	866	539	973	889	974
MSTRG.27250	NTAN1P2	4	4	2	1	5	5
MSTRG.27251	SLC2A3P4	1	2	2	1	1	2
MSTRG.27252	CPNE3	8166	6114	6672	7045	6917	7463
MSTRG.27253	CNGB3	1	1	1	0	6	4
MSTRG.27254	MIOXP1	0	0	0	0	0	0
MSTRG.27255	UBE2Q2P10	0	0	0	0	0	0
MSTRG.27256	ENSG00000254115	0	0	0	0	0	0
MSTRG.27257	RIPK2-DT	557	391	449	320	358	354
MSTRG.27258	RIPK2	2321	2120	2797	2061	2118	2372
MSTRG.27259	RNU6-925P	0	0	0	1	1	1
MSTRG.2726	RNU2-70P	0	0	0	0	0	0
MSTRG.27260	OSGIN2	2580	1304	2318	3126	3394	3283
MSTRG.27261	NBN	7510	6619	8808	6978	6429	7082
MSTRG.27262	DECR1	3385	3039	3536	2297	2161	2185
MSTRG.27263	ENSG00000254180	0	0	1	1	1	0
MSTRG.27264	ENSG00000246792	13	10	6	7	8	7
MSTRG.27265	RNA5SP273	0	0	0	0	0	0
MSTRG.27266	LINC01030	0	0	0	0	0	0
MSTRG.27267	TMEM64	2792	1597	1846	2666	2886	2926
MSTRG.27268	ENSG00000254182	0	0	0	0	0	0
MSTRG.27269	NECAB1	11	6	9	10	13	16
MSTRG.2727	ENO1P1	112	162	67	340	330	223
MSTRG.27270	ENSG00000254251	0	0	0	0	0	0
MSTRG.27271	ENSG00000289502	0	0	0	0	0	0
MSTRG.27272	C8orf88	97	136	155	57	72	99
MSTRG.27273	PIP4P2	362	435	378	299	299	411
MSTRG.27274	ENSG00000253358	0	0	0	0	0	1
MSTRG.27275	OTUD6B-AS1	1740	1692	1689	1515	1504	1566
MSTRG.27276	SLC26A7	1566	1163	1282	1590	1766	1713
MSTRG.27277	CPP	0	0	0	0	0	0
MSTRG.27278	MIR4661	0	0	0	0	0	0
MSTRG.27279	ENSG00000253197	1	1	1	0	0	0
MSTRG.2728	LGALS8	1852	2001	2609	2088	2049	2289
MSTRG.27280	TRIQK	856	821	973	896	909	1017
MSTRG.27281	IRF5P1	0	0	0	0	0	0
MSTRG.27282	CIBAR1-DT	0	1	5	0	1	8
MSTRG.27283	ENSG00000253960	0	0	0	0	0	0
MSTRG.27284	ENSG00000268080	0	0	0	0	0	0
MSTRG.27285	ENSG00000254089	0	0	0	0	0	0
MSTRG.27286	RNA5SP274	0	0	0	0	0	0
MSTRG.27287	ZNF317P1	0	0	0	0	0	0
MSTRG.27288	CIBAR1	970	950	1103	755	704	683
MSTRG.27289	RBM12B	1769	1599	1764	1976	1723	1972
MSTRG.2729	LGALS8-AS1	3	2	1	7	10	11
MSTRG.27290	ENSG00000253854	10	10	13	28	20	29
MSTRG.27291	ENSG00000253722	0	0	0	0	0	0
MSTRG.27292	RBM12B-AS1	40	48	41	42	46	46
MSTRG.27293	RBM12B-DT	2	8	5	1	6	1
MSTRG.27294	PDP1	1375	1421	1007	685	761	819
MSTRG.27295	MIR378D2	1	0	1	0	1	0
MSTRG.27296	RPL34P18	16	15	26	8	25	36
MSTRG.27297	CDH17	18	12	8	567	585	472
MSTRG.27298	RPL6P23	0	0	0	0	0	0
MSTRG.27299	GEM	233	382	520	526	447	472
MSTRG.273	MFN2	7440	7191	7808	6714	7267	6742
MSTRG.2730	HEATR1	6812	6441	7751	7241	6457	7293
MSTRG.27300	RAD54B	1843	1918	1701	2299	2152	2376
MSTRG.27301	VIRMA	5431	5898	5604	5188	4890	5371
MSTRG.27302	ENSG00000254315	0	0	0	0	0	0
MSTRG.27303	VIRMA-DT	9	3	11	4	1	6
MSTRG.27304	ENSG00000253175	0	1	0	0	0	0
MSTRG.27305	DPY19L4	2511	2031	1981	2546	2331	2576
MSTRG.27306	ENSG00000254307	0	0	0	0	0	0
MSTRG.27307	INTS8	3282	3356	3560	3377	3140	3217
MSTRG.27308	CCNE2	488	880	723	442	508	479
MSTRG.27309	ENSG00000272509	1	10	4	8	12	18
MSTRG.2731	MTR	3147	3827	3030	2812	2506	2644
MSTRG.27310	ENSG00000243979	6	6	0	0	2	0
MSTRG.27311	PLEKHF2	2056	2004	1923	1634	1623	1827
MSTRG.27312	TP53INP1	1169	412	538	601	625	616
MSTRG.27313	ENSG00000253528	0	2	0	0	0	0
MSTRG.27314	ENSG00000287322	0	0	0	0	0	2
MSTRG.27315	RNU6-1209P	1	0	0	0	1	0
MSTRG.27316	MIR3150B	0	9	8	0	0	0
MSTRG.27317	ENSG00000254248	0	1	2	0	0	0
MSTRG.27318	MIR3150A	0	0	0	0	0	0
MSTRG.27319	CFAP418-AS1	2	1	6	4	6	8
MSTRG.2732	RPSAP21	0	0	0	0	0	0
MSTRG.27320	LINC01298	0	0	0	0	0	0
MSTRG.27321	CFAP418	790	427	590	789	652	839
MSTRG.27322	ENSG00000253945	0	0	0	0	0	0
MSTRG.27323	ENSG00000253872	0	0	0	0	0	0
MSTRG.27324	RNU6-690P	0	0	0	0	0	0
MSTRG.27325	UQCRB	9592	9408	9310	8288	8216	8788
MSTRG.27326	UQCRB-AS1	4	2	4	4	0	1
MSTRG.27327	MTERF3	1402	1358	1511	1486	1466	1591
MSTRG.27328	PTDSS1	7891	8462	9617	7226	7484	7860
MSTRG.27329	Y_RNA	0	0	0	0	0	0
MSTRG.2733	RPL35P1	25	15	8	6	13	23
MSTRG.27330	CPQ	183	134	127	124	138	110
MSTRG.27331	ENSG00000272249	0	0	0	0	0	0
MSTRG.27332	ENSG00000270077	0	0	0	0	0	0
MSTRG.27333	TSPYL5	3664	2932	1755	2304	2468	2420
MSTRG.27334	MTDH	13022	10174	10453	11091	10539	11425
MSTRG.27335	LAPTM4B	7041	8776	8996	10795	11241	11226
MSTRG.27336	ENSG00000270682	0	0	0	0	0	0
MSTRG.27337	MATN2	8396	7733	3952	3381	3252	3180
MSTRG.27338	RPL30	22327	20974	22324	18663	17549	19380
MSTRG.27339	RPL30-AS1	86	76	108	96	88	91
MSTRG.2734	FMN2	791	1227	1295	933	893	1003
MSTRG.27340	SNORA72	0	0	0	0	0	0
MSTRG.27341	ENSG00000288752	92	40	89	60	59	87
MSTRG.27342	ERICH5	617	182	273	302	286	291
MSTRG.27343	RIDA	1906	1667	1605	1405	1500	1540
MSTRG.27344	POP1	1823	1957	2337	1959	1993	2118
MSTRG.27345	NIPAL2	723	1087	267	442	312	361
MSTRG.27346	STK3	1479	1562	1290	1498	1342	1537
MSTRG.27347	ENSG00000278914	0	1	0	1	0	1
MSTRG.27348	ENSG00000253468	0	0	0	0	0	0
MSTRG.27349	KCNS2	0	1	2	1	0	0
MSTRG.2735	ENSG00000228818	19	12	12	17	14	8
MSTRG.27350	ENSG00000272321	0	1	0	0	0	0
MSTRG.27351	RNU6-748P	1	0	0	0	0	0
MSTRG.27352	ENSG00000253911	2	0	0	0	0	0
MSTRG.27353	ENSG00000254112	0	0	0	0	0	0
MSTRG.27354	RPL19P14	0	0	0	0	0	0
MSTRG.27355	ENSG00000253415	0	0	0	0	0	0
MSTRG.27356	MRPL57P7	0	0	0	0	0	0
MSTRG.27357	RN7SKP85	0	0	0	0	0	0
MSTRG.27358	OSR2	119	110	226	141	135	158
MSTRG.27359	VPS13B-DT	45	33	33	33	35	25
MSTRG.2736	Y_RNA	0	0	1	0	0	0
MSTRG.27360	ENSG00000229625	0	0	0	1	0	1
MSTRG.27361	ENSG00000253180	0	1	1	0	8	0
MSTRG.27362	VPS13B	2852	3179	2687	2431	2268	2225
